code,country,year,available_adult_icu_beds
NLD,Netherlands,2018,7.02
NLD,Netherlands,2018,71.0
NLD,Netherlands,2019,1210.0
NLD,Netherlands,2019,1210.0
NLD,Netherlands,2019,6.98
NLD,Netherlands,2019,6.98
NZL,New Zealand,2019,149.0
NZL,New Zealand,2019,149.0
NZL,New Zealand,2019,2.99
NZL,New Zealand,2019,2.99
PRT,Portugal,2015,289294.0
PRT,Portugal,2015,72.0
PRT,Portugal,2015,1190.0
PRT,Portugal,2015,251.0
PRT,Portugal,2015,867.0
PRT,Portugal,2015,11.46
PRT,Portugal,2015,8.35
PRT,Portugal,2015,0.69
PRT,Portugal,2015,2.42
PRT,Portugal,2015,68.19
PRT,Portugal,2016,293137.0
PRT,Portugal,2016,74.0
PRT,Portugal,2016,1210.0
PRT,Portugal,2016,255.0
PRT,Portugal,2016,881.0
PRT,Portugal,2016,11.68
PRT,Portugal,2016,8.51
PRT,Portugal,2016,0.71
PRT,Portugal,2016,2.46
PRT,Portugal,2016,68.59
PRT,Portugal,2017,278150.0
PRT,Portugal,2017,68.0
PRT,Portugal,2017,1184.0
PRT,Portugal,2017,254.0
PRT,Portugal,2017,862.0
PRT,Portugal,2017,2.46
PRT,Portugal,2017,11.45
PRT,Portugal,2017,8.34
PRT,Portugal,2017,0.66
PRT,Portugal,2017,62.27
PRT,Portugal,2018,266772.0
PRT,Portugal,2018,74.0
PRT,Portugal,2018,1189.0
PRT,Portugal,2018,237.0
PRT,Portugal,2018,878.0
PRT,Portugal,2018,2.29
PRT,Portugal,2018,11.5
PRT,Portugal,2018,8.5
PRT,Portugal,2018,0.72
PRT,Portugal,2018,62.21
PRT,Portugal,2019,238826.0
PRT,Portugal,2019,95.0
PRT,Portugal,2019,1242.0
PRT,Portugal,2019,225.0
PRT,Portugal,2019,922.0
PRT,Portugal,2019,2.17
PRT,Portugal,2019,12.0
PRT,Portugal,2019,8.9
PRT,Portugal,2019,0.92
PRT,Portugal,2019,70.97
SWE,Sweden,2018,138.0
SWE,Sweden,2018,1.36
TUR,Türkiye,2015,5156854.0
TUR,Türkiye,2015,1203.0
TUR,Türkiye,2015,15776.0
TUR,Türkiye,2015,10398.0
TUR,Türkiye,2015,19882.0
TUR,Türkiye,2015,31483.0
TUR,Türkiye,2015,40.25
TUR,Türkiye,2015,25.42
TUR,Türkiye,2015,20.17
TUR,Türkiye,2015,1.54
TUR,Türkiye,2015,13.29
TUR,Türkiye,2015,71.06
TUR,Türkiye,2016,5424337.0
TUR,Türkiye,2016,1207.0
TUR,Türkiye,2016,16785.0
TUR,Türkiye,2016,10939.0
TUR,Türkiye,2016,20917.0
TUR,Türkiye,2016,33063.0
TUR,Türkiye,2016,41.71
TUR,Türkiye,2016,26.38
TUR,Türkiye,2016,21.17
TUR,Türkiye,2016,1.52
TUR,Türkiye,2016,13.8
TUR,Türkiye,2016,71.05
TUR,Türkiye,2017,6020565.0
TUR,Türkiye,2017,1526.0
TUR,Türkiye,2017,18794.0
TUR,Türkiye,2017,11986.0
TUR,Türkiye,2017,22728.0
TUR,Türkiye,2017,36240.0
TUR,Türkiye,2017,45.12
TUR,Türkiye,2017,28.3
TUR,Türkiye,2017,23.4
TUR,Türkiye,2017,1.9
TUR,Türkiye,2017,14.92
TUR,Türkiye,2017,72.57
TUR,Türkiye,2018,6476702.0
TUR,Türkiye,2018,1625.0
TUR,Türkiye,2018,19868.0
TUR,Türkiye,2018,12402.0
TUR,Türkiye,2018,24071.0
TUR,Türkiye,2018,38098.0
TUR,Türkiye,2018,46.8
TUR,Türkiye,2018,29.57
TUR,Türkiye,2018,24.41
TUR,Türkiye,2018,2.0
TUR,Türkiye,2018,15.23
TUR,Türkiye,2018,73.72
TUR,Türkiye,2019,6902829.0
TUR,Türkiye,2019,1778.0
TUR,Türkiye,2019,21111.0
TUR,Türkiye,2019,12813.0
TUR,Türkiye,2019,25364.0
TUR,Türkiye,2019,39955.0
TUR,Türkiye,2019,48.38
TUR,Türkiye,2019,30.71
TUR,Türkiye,2019,25.56
TUR,Türkiye,2019,2.15
TUR,Türkiye,2019,15.52
TUR,Türkiye,2019,74.56
USA,United States,2018,22889.0
USA,United States,2018,15716.0
USA,United States,2018,5141.0
USA,United States,2018,98610.0
USA,United States,2018,1.57
USA,United States,2018,21.59
USA,United States,2018,7.0
USA,United States,2018,30.17
USA,United States,2018,4.81
USA,United States,2018,70580.0
USA,United States,2019,68702.0
USA,United States,2019,22714.0
USA,United States,2019,5166.0
USA,United States,2019,15821.0
USA,United States,2019,96582.0
USA,United States,2019,1.57
USA,United States,2019,20.92
USA,United States,2019,6.92
USA,United States,2019,29.42
USA,United States,2019,4.82
